,Name,Gender
1152,Viola Davis,F
1153,Virginia Davis,F
1154,Pam Dawber,F
1155,Dawn,F
1156,Dawn Buckets,F
1157,Dawn Swatworthy,F
1158,Ally Dawson,F
1159,Rebecca Dawson,F
1160,Rosario Dawson,F
1161,Andra Day,F
1162,Felicia Day,F
1163,DCappella,M
1164,Trish De la Rosa,F
1165,Frances de la Tour,F
1166,Rebecca De Mornay,F
1167,Magica De Spell,F
1168,Lucy Deakins,F
1169,Karolina Dean,F
1170,Tawny Dean,F
1171,Amber Dearly,F
1172,Death,F
1173,Evelyn Deavor,F
1174,Debbie,F
1175,Debbie Dawson,F
1176,Ariana DeBose,F
1177,Debutante,F
1178,Lucretia DeCoy,F
1179,Gandra Dee,F
1180,Princess Dee,F
1181,"Deets, the Dreamer",F
1182,Ellen DeGeneres,F
1183,Dejah Thoris,F
1184,Liza del Mundo,F
1185,Diane Delano,F
1186,Dana Delany,F
1187,Lea DeLaria,F
1188,Delia Delfano,F
1189,Ash Delgado,F
1190,Carla Delgado,F
1191,Delia,F
1192,Queen Delightful,F
1193,Delilah,F
1194,Grey DeLisle,F
1195,Della Duck,F
1196,Delores the Frog,F
1197,Julie Delpy,F
1198,Delta,F
1199,Queen Deluca,F
1200,Demeter,F
1201,Demona,F
1202,Demona's Clan,M
1203,Princess Demurra,F
1204,Jamie Denbo,F
1205,Judi Dench,F
1206,Rhoda Dendron,F
1207,Denise,F
1208,Denise King,F
1209,Kat Dennings,F
1210,Dennis and Adele,M
1211,Jenny Dennison,F
1212,Becker Denoga,F
1213,Sunny Denoga,F
1214,Departure Agent,F
1215,Dolores Derceto,F
1216,Laura Dern,F
1217,Debi Derryberry,F
1218,Penny Descartes,F
1219,Emily Deschanel,F
1220,Zooey Deschanel,F
1221,Desdemona Holland,F
1222,Destiny,F
1223,The Destructress,F
1224,The Destructress and FistPuncher,M
1225,Becky Detweiler,F
1226,Patti Deutsch,F
1227,Monica DeVertebrae,F
1228,Devil Girl and Moon Dinosaur,M
1229,The Devil's Wife,F
1230,Loretta Devine,F
1231,The Dew Drop Fairy,F
1232,Dewdrop,F
1233,Chastity Ann DeWitt,F
1234,Rosemarie DeWitt,F
1235,Dhahabu,F
1236,Dhandi,F
1237,Dharma Armadillo,F
1238,Diana,F
1239,Diana Lee Inosanto,F
1240,Dianne Doan,F
1241,Mariposa Diaz,F
1242,Mr. and Mrs. Diaz,M
1243,Jessica DiCicco,F
1244,Olivia Dickens,F
1245,Charlotte Dickens-Johnson,F
1246,Barbara Diffy,F
1247,Pim Diffy,F
1248,Janie Diggety,F
1249,Mrs. Dilber,F
1250,Phyllis Diller,F
1251,Brooke Dillman,F
1252,Dinah,F
1253,Dinah the Dachshund,F
1254,Ding and Oopo,M
1255,Tippi Dink,F
1256,Dinky and Cheezette,F
1257,Céline Dion,F
1258,Dipika Perumal,F
1259,Diplodocus,M
1260,Betty Director,F
1261,Barbara Dirickson,F
1262,Discarded Fun Meal Toys,M
1263,Disgust,F
1264,Blanca Dishon,F
1265,Disney Channel Circle of Stars,M
1266,Sharon Disney Lund,F
1267,Diane Disney Miller,F
1268,Edna Disney,F
1269,Lillian Disney,F
1270,Melissa Disney,F
1271,DiVine,F
1272,Dixie,F
1273,Dizzy & Dee Dee,F
1274,"DJ Stripes, Kitty Claws, and Sir Whiskers",M
1275,DNAmy,F
1276,Doc Ock,F
1277,Doctor,F
1278,Katie Dodd,F
1279,Dogpool,F
1280,Captain Dola,F
1281,Dolly,F
1282,Dolly Paprika,F
1283,Dolores,F
1284,Dolores Madrigal,F
1285,Dolores the Elephant,F
1286,Dolores the Octopus,F
1287,Dolphina,F
1288,Lord Dominator,F
1289,The Dominion,M
1290,Domino,M
1291,Domino II,F
1292,Don and Dawn,M
1293,Ruby Donahue,F
1294,Juliet Donenfeld,F
1295,Donna,F
1296,Donna Cabonna,F
1297,Donna Dontzig,F
1298,Laura Donnelly,F
1299,Meg Donnelly,F
1300,Lauren Lindsey Donzis,F
1301,2nd Dimension Charlene Doofenshmirtz,F
1302,Charlene Doofenshmirtz,F
1303,Vanessa Doofenshmirtz,F
1304,Doom Dragon,F
1305,Doris,F
1306,Doris Deer,F
1307,Dorothea Davenport,F
1308,Dorothy,F
1309,Dorothy Gale,F
1310,Kerris Dorsey,F
1311,Dory,F
1312,Grandmother Doshy,F
1313,Dot,F
1314,Dot the Disguise Gal,F
1315,Dot the Dragon,F
1316,Karen Dotrice,F
1317,Dottie,F
1318,Dotty,F
1319,Double-O Duck and Mata Harrier,M
1320,Doug's mother,F
1321,General Dox,F
1322,Dr. Doyle,F
1323,Olive Doyle,F
1324,Sorsha Doyle,F
1325,Doña Paloma,F
1326,Dr. Akonam Ojo,F
1327,Dr. Cynthia Lair,F
1328,Dr. Femus,F
1329,Dr. Frakes,F
1330,Dr. Garrison,F
1331,Dr. Helen Marsh,F
1332,Dr. Highland,F
1333,Dr. Jan,F
1334,Dr. Lullah,F
1335,Dr. Molar Fox,F
1336,Dr. Nisha,F
1337,Dr. Sam,F
1338,Dr. Scalder,F
1339,Dr. Teeth and the Electric Mayhem,M
1340,The Dragon Council,M
1341,Dragon the Cat,F
1342,Dragons,M
1343,Odessa Drake,F
1344,Courtnee Draper,F
1345,Rachel Dratch,F
1346,Dread Family,M
1347,Dreamseekers,M
1348,Dreamweaver Kema,F
1349,Dress Up Daisy,F
1350,Jessica Drew,F
1351,Doctor Drift,F
1352,Mrs. Driscoll,F
1353,Drisella and Anastasia Tremaine,F
1354,Minnie Driver,F
1355,Drizella,F
1356,Dryads,F
1357,Mrs. Du Bois,F
1358,Duchess,F
1359,Belle Duck,F
1360,Daisy Duck,F
1361,Daphne Duck,F
1362,Dickie Duck,F
1363,Donna Duck,F
1364,Grandma Duck,F
1365,Hallie Duck,F
1366,Amelia Duckworth,F
1367,Haylie Duff,F
1368,Hilary Duff,F
1369,Karen Duffy,F
1370,Duke and Duchess of Drear,M
1371,Dulce,F
1372,Noma Dumezweni,F
1373,Dumpling,M
1374,Amy Duncan,F
1375,Charlie Duncan,F
1376,Linda Duncan,F
1377,Sandy Duncan,F
1378,Tammy Duncan,F
1379,Teddy Duncan,F
1380,Leslie Dunkling,F
1381,Nora Dunn,F
1382,Veronica Dunne,F
1383,Kirsten Dunst,F
1384,Lavanya Dupont,F
1385,Margaret Dupree,F
1386,Gabby Duran,F
1387,Lola Duran,F
1388,Marisol Duran,F
1389,Durga,F
1390,Eliza Dushku,F
1391,Pa and Ma Duskerton,M
1392,Dust Witch,F
1393,Dusty,F
1394,Shelley Duvall,F
1395,Gloria Duwong,F
1396,Sally Dworsky,F
1397,Sheena Easton,F
1398,Ebb and Flo,M
1399,Lady Eboshi,F
1400,Echidna,F
1401,Echo,M
1402,Ashley Eckstein,F
1403,Eddy Ripple,F
1404,Ayo Edebiri,F
1405,Eden,F
1406,Gertrude Ederle,F
1407,Mrs. Edmonds,F
1408,Mertle Edmonds,F
1409,Edna Mode,F
1410,Edna Peepleson,F
1411,Aimee-Ffion Edwards,F
1412,Paddi Edwards,F
1413,Eema,F
1414,Effie Shrugg,F
1415,Susan Egan,F
1416,Samantha Eggar,F
1417,Egret Couple,M
1418,Eileen,F
1419,Eilonwy,F
1420,Ekidna,F
1421,Elastigirl,F
1422,Queen Eleanor,F
1423,Electra,F
1424,Electro,M
1425,Electronique,F
1426,Elektra Natchios,F
1427,Elena Rivera,F
1428,Princess Elena,F
1429,"Elena, Teresa, and Yuki",F
1430,Elephanchine,F
1431,Elephants,F
1432,Elephants of the Elephant Bathing Pool,M
1433,Elf,M
1434,Jenna Elfman,F
1435,Jeannie Elias,F
1436,Queen Elinor,F
1437,Elisabeth Dillinger,F
1438,Elizabeth,F
1439,Ella,F
1440,Ella Cowbelle,F
1441,Ellen,F
1442,Ellen and Lona,F
1443,Ellie,F
1444,Ellie Mae,F
1445,Ellie O'Brien,F
1446,Ellie Steckler,F
1447,Ellie the Elephant,F
1448,"Elliot, Amy, and Kurt",M
1449,Abby Elliott,F
1450,Jessica and Janice Ellis,F
1451,Eloise,F
1452,Elsa,F
1453,Elsie,F
1454,Elves of Christmas Town,M
1455,Elvira,F
1456,"Ember, the Pain",F
1457,Emcee,F
1458,Emeline Partridge,F
1459,Emerie Karr,F
1460,Emily,F
1461,Emily Binx,F
1462,Emily Watson,F
1463,Emma,F
1464,Emma Glamour,F
1465,Emma Lau,F
1466,Emma Phatic,F
1467,Emma Sue,F
1468,Queen Emmaline,F
1469,Emmie,F
1470,Emmy,F
1471,Emotions,M
1472,Emutilda,F
1473,Ena,F
1474,Enchantress,F
1475,Beatrice Rose Endicott,F
1476,Ennui,F
1477,Ennuisha,F
1478,Queen Entozoa,F
1479,Envy,F
1480,Ephraim and Mira Bridger,M
1481,Jasmine Epstein,F
1482,Erica,F
1483,Cynthia Erivo,F
1484,Ernestine Enormomonster,F
1485,Jyn Erso,F
1486,Lyra Erso,F
1487,Eshe,F
1488,Esmargot,F
1489,Esmeralda,F
1490,Tiffany Espensen,F
1491,Eden Espinosa,F
1492,Susie Essman,F
1493,Estelle,F
1494,Estelle Enormomonster,F
1495,Esther,F
1496,Eta Hiss Hiss,F
1497,Ethel,F
1498,Ethelyn and Emmadril,F
1499,The Ethereal,F
1500,Eudora,F
1501,Eugenia Ferdinand-Ferdinand,F
1502,Euphemia Bouc,F
1503,Eurasia Toft,F
1504,Eureka,F
1505,Euryale Gorgon,F
1506,Evangeline,F
1507,Evanora the Wicked Witch of the East,F
1508,Monica Evans,F
1509,Sharpay Evans,F
1510,Eve,F
1511,Eve Kim,F
1512,Evie,F
1513,Evil Alex,F
1514,Evil Alien Sorceress,F
1515,Evil Queen,F
1516,Evil Regina,F
1517,Dr. Evilini,F
1518,Evita Ortiz,F
1519,Adèle Exarchopoulos,F
1520,Experiments,M
1521,Eyes and Ears,M
1522,Fa Family Ancestors,M
1523,Fa Li,F
1524,Fa Mulan,F
1525,Mary Faber,F
1526,Fabiana,F
1527,Celia Facilier,F
1528,Freddie Facilier,F
1529,Melissa Fahn,F
1530,Fair Folk,M
1531,Fairies,M
1532,Fairy Fawn,F
1533,Fairy Godmother,F
1534,Fairy Mary,F
1535,Karen Fukuhara,F
1536,Camellia Falco,F
1537,Faline,F
1538,Amanda Falkenberg,F
1539,Becky Fallberg,F
1540,Faloo,F
1541,Sonya Falsworth,F
1542,Fan,F
1543,General Fang,F
1544,Rangi Fangus,F
1545,Dakota Fanning,F
1546,Elle Fanning,F
1547,Fanny,F
1548,Fanny Cottontail,F
1549,Farabu,F
1550,Farmer and Farmer's Wife,M
1551,Farming Rabbits,M
1552,Grace Farrell,F
1553,Mia Farrow,F
1554,Fates,F
1555,Faucet,F
1556,Lauren Faust,F
1557,Ginny Favers,F
1558,Mrs. Favers,F
1559,Farrah Fawcett,F
1560,Fawn,M
1561,Fawn Deer,F
1562,Zehra Fazal,F
1563,The Fear Demons,M
1564,Feathers Galore,F
1565,Tia Deanna Fedichelli,F
1566,Fortune Feimster,F
1567,Felicia,F
1568,Felicia Sundew,F
1569,"Feliks, Pasha, and Polina",M
1570,Verna Felton,F
1571,Female Tyrannosaurus,F
1572,Freya Fenris,F
1573,Pamelyn Ferdin,F
1574,Ferdinand's Mother,F
1575,Fern,F
1576,Fernanda Pizazzo,F
1577,Alison Fernandez,F
1578,America Ferrera,F
1579,Tina Fey,F
1580,Eliza M. Feyersied,F
1581,Cyrina Fiallo,F
1582,Vicky Fickling,F
1583,Fidella,F
1584,Mrs. Fidget,F
1585,Sally Field,F
1586,Alexandra Fielding,F
1587,Felicity Fieldmouse,F
1588,Bonnie Lynn Fields,F
1589,Fiesta Dolls,M
1590,Fifi,F
1591,Fifi the Peke,F
1592,Fifinella,F
1593,Fikiri,F
1594,Finberley,F
1595,Willa Fink,F
1596,Harper Finkle,F
1597,Muriel Finster,F
1598,Fiona,F
1599,Fira,F
1600,Firebird,F
1601,Firefly,F
1602,Firefly Family,M
1603,Firehawks,F
1604,Fireside Girls,F
1605,Firestorm Girls,F
1606,The First Queen,F
1607,First-Mate Mollie,F
1608,Goth Fish,M
1609,Danielle Fishel,F
1610,Carrie Fisher,F
1611,Isla Fisher,F
1612,Joely Fisher,F
1613,Vanessa Fisk,F
1614,Chrissie Fit,F
1615,Erin Fitzgerald,F
1616,Maddie Fitzpatrick,F
1617,"Fizz, the Builder",F
1618,Mary Ann Flagstarr,F
1619,The Flaming Moths,M
1620,Flamingo Girls,F
1621,Justine Flanner,F
1622,Flarrietta,F
1623,Olivia Flaversham,F
1624,Fleance,F
1625,Eliza Fletcher,F
1626,Lucy Fletcher,F
1627,Winifred Fletcher,F
1628,Flim Flam,F
1629,Ms. Flint,F
1630,Thalia Flint,F
1631,Flo,F
1632,"Flora, Fauna, and Merryweather",F
1633,Zita Flores,F
1634,Florinda,F
1635,Flow the Dolphin,F
1636,Jessie Flower,F
1637,Flowers of Wonderland,M
1638,Fluffy Louise Lopart,F
1639,"Fluffy, Muffy, and Tuffy",M
1640,Grandma Flutter,F
1641,Flying Fox,F
1642,Betty Jo Flynn,F
1643,Candace Flynn,F
1644,Dessie Flynn,F
1645,Miriam Flynn,F
1646,Linda Flynn-Fletcher,F
1647,Freda Foh Shen,F
1648,Folk of the Four Realms,M
1649,Dawn S. Folsom,F
1650,Jane Fonda,F
1651,Foo-Foo,F
1652,June Foray,F
1653,Faith Ford,F
1654,Forest Animals,M
1655,Abby Ryder Fortson,F
1656,Jane Foster,F
1657,Jodie Foster,F
1658,Winnie Jackson Foster,F
1659,Angeline Fowl,F
1660,Theresa Fowler,F
1661,Cleo Fox,F
1662,Megan Fox,F
1663,Sandy Fox,F
1664,Vivica A. Fox,F
1665,Foxglove,F
1666,Caroline Foxworth,F
1667,Jenny Foxworth,F
1668,Mira the Archaeologist,F
1669,Foxy,F
1670,Foxy Loxy,M
1671,Mackenzie Foy,F
1672,Mrs. Fragmuffin,F
1673,Andrea Framm,F
1674,Francis,M
1675,Frank and Esther Exposition,M
1676,Susan Frankenstein,F
1677,Frankie,M
1678,Franny Robinson,F
1679,Mrs. Frederickson,F
1680,Ellie Fredricksen,F
1681,Cassidy Freeman,F
1682,Kathleen Freeman,F
1683,Freeze Girl,F
1684,Freshwater High Cheerleaders,F
1685,Freyja,F
1686,Stacy Frick,F
1687,Frida Fox,F
1688,Frida Liang,F
1689,Frieda,F
1690,Friedborg,F
1691,Frigga,F
1692,Emma Frost,F
1693,Jo Frost,F
1694,Frou-Frou,F
1695,Fru Fru,F
1696,Soleil Moon Frye,F
1697,The Fujitas,F
1698,Fuli,F
1699,Melissa Fumero,F
1700,Annette Funicello,F
1701,Cleopatra Funnie,F
1702,Judy Funnie,F
1703,Theda Funnie,F
1704,Ozma Furbanna,F
1705,Furies,F
1706,Furious Moth,F
1707,Fury,F
1708,Fury Gorgon,F
1709,Nika Futterman,F
1710,Future Jessie,F
1711,Dr. Fuzzby,F
1712,G'iah,F
1713,Gabbie,F
1714,Abigail and Amelia Gabble,F
1715,Gabby Gabby,F
1716,Gabby McStabberson,F
1717,Queen Gabnidine,F
1718,Eva Gabor,F
1719,Gabriella,F
1720,Gabriella Espinosa,F
1721,Tati Gabrielle,F
1722,Gal Gadot,F
1723,Julie Gaffney,F
1724,Gaia,F
1725,Galatea,F
1726,Gale,F
1727,Gale Cumulus,F
1728,Annie Gale,F
1729,Galleria Garibaldi,F
1730,The GameMaster,F
1731,Gamora,F
1732,Teresa Ganzel,F
1733,Aimee Garcia,F
1734,Dina Garcia,F
1735,Mrs. Nicole Garcia,F
1736,Isabella Garcia-Shapiro,F
1737,Vivian Garcia-Shapiro,F
1738,JoAnna Garcia,F
1739,The Gardeners,F
1740,Jennifer Garner,F
1741,Marcellite Garner,F
1742,Janeane Garofalo,F
1743,Fran Garrison,F
1744,Linda Gary,F
1745,Ana Gasteyer,F
1746,Gazelle,F
1747,Geena,F
1748,Geese Can-Can Dancers,F
1749,Gelata,F
1750,Caitlyn Gellar,F
1751,Sarah Michelle Gellar,F
1752,Gem,F
1753,Gemina and Argus,M
1754,Gemma,F
1755,Queen Gemma,F
1756,General Talon,F
1757,General Yunan,F
1758,Genesis,F
1759,Genialina Edy Son,F
1760,Geno and Gurri,M
1761,Gentle Heart,F
1762,George Trotter,F
1763,Hazel George,F
1764,Georgette,F
1765,Georgia,F
1766,Joan Gerber,F
1767,Gerda,F
1768,Geri,M
1769,Germaine Franco,F
1770,Betty Lou Gerson,F
1771,Ellen Gerstell,F
1772,Gertie,F
1773,Dr. Gevaarlijk,F
1774,Ghibli,F
1775,Ghost,M
1776,The Ghost Council,M
1777,The Ghost of Christmas Past,M
1778,Ghost-Spider,F
1779,Ghoul Girls,F
1780,Gia Hall,F
1781,Laura San Giacomo,F
1782,The Giant,M
1783,Mary Gibbs,F
1784,Kathie Lee Gifford,F
1785,GiggleMesh,F
1786,Gigi,F
1787,Florence Gill,F
1788,Karen Gillan,F
1789,Darlene Gillespie,F
1790,Gilly the Goldfish,F
1791,Sarah Gilman,F
1792,Brie Gimmlestaub,F
1793,Ginger,F
1794,Ginny,F
1795,Ginorma,F
1796,Girl Bee,F
1797,Girl Moth,F
1798,Girl Squirrel,F
1799,Flute Girl,F
1800,Luna Girl,F
1801,Giselle,F
1802,Annabeth Gish,F
1803,Giulia,F
1804,Glacia the Ice Witch,F
1805,Gladys,F
1806,Glamour Kitty,F
1807,Glee Club Girl,F
1808,Kimiko Glenn,F
1809,Glimia,F
1810,Glimmer,F
1811,Glinda,F
1812,Glinda the Good Witch of the South,F
1813,Gliss,F
1814,Hildy Gloom,F
1815,Gloria,F
1816,Gloria Forrester,F
1817,Gloria Sato,F
1818,Gloria Swansong,F
1819,Gloria the Frog,F
1820,Glory-Bee,F
1821,Glowworm,F
1822,Miss Go,F
1823,Rachelle Ann Go,F
1824,Gertrude Goat,F
1825,Gods of Ancient Egypt,M
1826,Gods of Life and Death,M
1827,Tiara Gold,F
1828,Samantha Goldberg,F
1829,Whoopi Goldberg,F
1830,Golden Crocodile,F
1831,Golden Harp,F
1832,Bea Goldfishberg,F
1833,Goldie L. Locks,F
1834,Glittering Goldie,F
1835,Goldilocks,F
1836,Constance Goldman,F
1837,Renée Elise Goldsberry,F
1838,Goliath II's mother,F
1839,Isabella Gomez,F
1840,Michelle Gomez,F
1841,Selena Gomez,F
1842,Xochitl Gomez,F
1843,Gong Gong and Po Po,M
1844,Julie Gonzalo,F
1845,Rosie Gonzalez,F
1846,Natalie Gooch,F
1847,Jane Goodall,F
1848,Dior Goodjohn,F
1849,Barbara Goodson,F
1850,Chancellor Goodwin,F
1851,Ginnifer Goodwin,F
1852,Grace Goodwin,F
1853,Mrs. Goof,F
1854,Goofy's Mother,F
1855,Grandma Goofy,F
1856,Goose,F
1857,Goosey Loosey,F
1858,Gooti Terez,F
1859,Gore,F
1860,Gorgon,M
1861,Gorilla Raiders,M
1862,Veronica Gorloisen,F
1863,Gorn,F
1864,Gory Agnes,F
1865,Goth Girls,F
1866,Gothel,F
1867,Grace,F
1868,Grace Hsieh,F
1869,Jean Grace,F
1870,McKenna Grace,F
1871,Princess Grace,F
1872,Gracey,F
1873,Gracie,F
1874,Aliki Theofilopoulos,F
1875,Harley Graham,F
1876,Heather Graham,F
1877,Kat Graham,F
1878,Lauren Graham,F
1879,Holliday Grainger,F
1880,Gram,F
1881,Gram-Gram Peg-Leg,F
1882,Gram-mama,F
1883,Gramma,F
1884,Gramma Tala,F
1885,Grams,F
1886,Grand Councilwoman,F
1887,Ariana Grande,F
1888,Grandma,F
1889,Grandma Griff,F
1890,Grandma McStuffins,F
1891,Grandma Sara,F
1892,Grandma Wu,F
1893,Grandmother,F
1894,Grandmother Fa,F
1895,Grandmother Willow,F
1896,Granmamare,F
1897,Granny,F
1898,Granny Fox,F
1899,Granny Rose,F
1900,Granny Squirrel,F
1901,Clare Grant,F
1902,Fred Grant,F
1903,Carolina Grant-Gomez,F
1904,Gretel Grant-Gomez,F
1905,Professor Granville,F
1906,Gabriella Graves,F
1907,Karen Graves,F
1908,Gravitina,F
1909,Gravity,F
1910,Gray Sorceress,F
1911,Macy Gray,F
1912,Coco Grayson,F
1913,Gwen Grayson,F
1914,Great Lions of the Past,M
1915,Grecklin,F
1916,Greed,F
1917,Alice Green,F
1918,Eva Green,F
1919,Nancy Green,F
1920,Tilly Green,F
1921,Ariana Greenblatt,F
1922,Kourtney Greene,F
1923,Michelle Greene,F
1924,Judy Greer,F
1925,Greg and Janice Valentino,M
1926,Gregoria,F
1927,Abigail Gregory,F
1928,Grenda Grendinator,F
1929,Gretchen,F
1930,Jean Grey,F
1931,Jennifer Grey,F
1932,Griffin,F
1933,Kathy Griffin,F
1934,Melanie Griffith,F
1935,Elizabeth Griffiths,F
1936,Haley Grille,F
1937,Ample Grime,F
1938,Griselda,F
1939,Queen Griselda,F
1940,Gritty the Rabbit,F
1941,Groove,F
1942,The Gross Sisters,F
1943,Mrs. Gross,F
1944,Miss Grotke,F
1945,Grotta,F
1946,Winnie Grouper,F
1947,Fabienne Growley,F
1948,Elizabeth Grullón,F
1949,Bess and Courtney Grumper,F
1950,Mrs. Grumplestock,F
1951,Gretchen Grundler,F
1952,Grunds,M
1953,Guanyin,F
1954,Guardian Angel,F
1955,Guardians of Kandrakar,M
1956,Anna Maria Guerrero,F
1957,Diane Guerrero,F
1958,Professor Guffaw,F
1959,Carla Gugino,F
1960,Miss Guidé,F
1961,Guinevere,F
1962,Gum Girl,F
1963,Grammi Gummi,F
1964,Sunni Gummi,F
1965,Tania Gunadi,F
1966,Danai Gurira,F
1967,Gwen,F
1968,Gwen Piper,F
1969,Gwen Stacy,F
1970,Gwendolyn Zapp,F
1971,Gwyn,F
1972,Gwythaints,M
1973,Maggie Gyllenhaal,F
1974,Gym Teacher,F
1975,H.J. Darling,F
1976,Francis Hackmore,F
1977,Gadget Hackwrench,F
1978,Tiffany Haddish,F
1979,Hag and Werewolf,M
1980,Kathryn Hahn,F
1981,Hal,M
1982,Cornelia Hale,F
1983,Elizabeth Hale,F
1984,Jennifer Hale,F
1985,Lillian Hale,F
1986,Lucy Hale,F
1987,Ruby Hale,F
1988,Half Tusk,F
1989,Deedee Magno Hall,F
1990,Rebecca Hall,F
1991,Hallie,F
1992,Hallie Richmond,F
1993,Halloweentown Council,M
1994,Linda Hamilton,F
1995,Miranda Hampson,F
1996,Pamela Hamster,F
1997,Hana,F
1998,Victoria Hand,F
1999,Hangry Panda,F
2000,Daryl Hannah,F
2001,G. Hannelius,F
2002,Agatha Hannigan,F
2003,Alyson Hannigan,F
2004,Sammi Hanratty,F
2005,Hans and Helga,M
2006,Hansel and Gretel,M
2007,Maya Hansen,F
2008,Helen Hanshaw,F
2009,Ruby Hanshaw,F
2010,Hanzy,F
2011,Happiness,F
2012,Happy Working Animals,M
2013,Ann Harada,F
2014,Marcia Gay Harden,F
2015,Melora Hardin,F
2016,Terri Hardin,F
2017,Dean Hardscrabble,F
2018,Mrs. Hare,F
2019,Harem Girls,F
2020,Agatha Harkness,F
2021,Evanora Harkness,F
2022,Harley,F
2023,Harmony,F
2024,Elisabeth Harnois,F
2025,Harp of Troy,F
2026,Harper Coleman,F
2027,Harpies,F
2028,Harriet,F
2029,Brandy Harrington,F
2030,Red Harrington,F
2031,Estelle Harris,F
2032,Mykal-Michelle Harris,F
2033,Naomie Harris,F
2034,Nicole Harris,F
2035,Rachael Harris,F
2036,Kay Harrison,F
2037,Jackée Harry,F
2038,Margo Harshman,F
2039,Emily Hart,F
2040,Melissa Joan Hart,F
2041,Tawni Hart,F
2042,Hartley,F
2043,Haru Yoshioka,F
2044,Harvey and Winnie,M
2045,Mrs. Hasagawa,F
2046,Kumiko Hashimoto,F
2047,Hasselback Gang,M
2048,Constance Hatchaway,F
2049,Tutor Hatchback,F
2050,Teri Hatcher,F
2051,Miss Hatchet,F
2052,Anne Hathaway,F
2053,Shin Hati,F
2054,Sophie Hatter,F
2055,Oxana Hauntley,F
2056,Vampirina Hauntley,F
2057,Ronni Hawk,F
2058,Maya Hawke,F
2059,Hawkins,M
2060,Sarah Hawkins,F
2061,Alisha Hawthorne,F
2062,Salma Hayek,F
2063,Helen Hayes,F
2064,Hazel,F
2065,Witch Hazel,F
2066,Heather Headley,F
2067,Glenne Headly,F
2068,Dana Heath,F
2069,Heather Collins,F
2070,Heather Glenn,F
2071,Hecate,F
2072,Anne Heche,F
2073,Hecka,F
2074,Hedy,F
2075,Heffalumps,M
2076,Susan Hegarty,F
2077,Heidi Howler,F
2078,Katherine Heigl,F
2079,Heinz Doofenshmirtz's mother,F
2080,Hekapoo,F
2081,Hela,F
2082,Helen,F
2083,Helen Kingsleigh,F
2084,Helen of Troy,F
2085,Helen Thermopolis,F
2086,Tricia Helfer,F
2087,Helga,F
2088,Helga Sinclair,F
2089,Mary Lou Helperman,F
2090,Ana Helstrom,F
2091,Hen Trio,F
2092,Hen Wen,F
2093,Bree Henderson,F
2094,Florence Henderson,F
2095,Shirley Henderson,F
2096,Christina Hendricks,F
2097,Elaine Hendrix,F
2098,Heng Heng,F
2099,Carolyn Hennesy,F
2100,Henrietta,F
2101,Polly Henry,F
2102,Elizabeth Henshaw,F
2103,Jane Henson,F
2104,Taraji P. Henson,F
2105,Elizabeth Henstridge,F
2106,Hera,F
2107,Marieve Herington,F
2108,Hernae,F
2109,Molly Hernandez,F
2110,Hero's Duty Troops,M
2111,Barbara Hershey,F
2112,Squitza Hessenheffer,F
2113,Tinka Hessenheffer,F
2114,Hester Hen,F
2115,Hestia,F
2116,Jennifer Love Hewitt,F
2117,"Hidalgo, Gertrude, and Octavius",M
2118,High Voltage,F
2119,Hightopp Clan,M
2120,Miss Hightower,F
2121,Hilda Hippo,F
2122,Princess Hildegard,F
2123,Amy Hill,F
2124,Dana Hill,F
2125,Maria Hill,F
2126,Veronica Hill,F
2127,Ali Hillis,F
2128,Gabe Hillman,M
2129,Megan Hilty,F
2130,Stacey Hinkhouse,F
2131,Hyacinth Hippo,F
2132,Queen Hippolyte,F
2133,Hippos,M
2134,Queen Hippsodeth,F
2135,Dr. Hirano,F
2136,Ginger Hirano,F
2137,Stacy Hirano,F
2138,Hissy,F
2139,Hitomi Kisugi,F
2140,Iben Hjejle,F
2141,Wai Ching Ho,F
2142,Mrs. Hobday,F
2143,Stephanie Hodge,F
2144,Siobhan Fallon Hogan,F
2145,Jeri Hogarth,F
2146,Captain Hoggbottom,F
2147,Cheryl Holdridge,F
2148,Agnieszka Holland,F
2149,Sylvia Holland,F
2150,Willa Holland,F
2151,Carole Holliday,F
2152,Gigi Hollingsworth,F
2153,Holly,F
2154,Holly and Carl,M
2155,Holly Barrett,F
2156,Lauren Holly,F
2157,Celeste Holm,F
2158,Peggy Holmes,F
2159,Olivia Holt,F
2160,Honey Haha,F
2161,Honey Lemon,F
2162,Honeymaren,F
2163,Amber Hood,F
2164,Mama Hook,F
2165,Professor Hootsburgh,F
2166,Hope,F
2167,Hope Seaver,F
2168,Hope Van Dyne,F
2169,Hoppopotamus,F
2170,Bonnie and Stu Hopps,M
2171,Nory Horace,F
2172,Jane Horrocks,F
2173,Horst and Klebb,M
2174,Hortense,F
2175,Mrs. Horton,F
2176,Hotshot and Flygirl,M
2177,Paisley Houndstooth,F
2178,Rachel House,F
2179,Whitney Houston,F
2180,Bryce Dallas Howard,F
2181,Kirby Howell-Baptiste,F
2182,Howlin' Harriet,F
2183,Zoey Howzer,F
2184,Stephanie Hsu,F
2185,Dang Hu,F
2186,Kelly Hu,F
2187,Madison Hu,F
2188,Hua Li,F
2189,Hua Mulan,F
2190,Hua Xiu,F
2191,Willamina Hucklebuckle,F
2192,Vanessa Hudgens,F
2193,Jennifer Hudson,F
2194,Kate Hudson,F
2195,Charlotte Huffine,F
